"ID","target"
929,0.083567
931,0.033323
933,0.590854
937,0.228498
938,0.194892
943,0.067592
947,0.045398
948,0.072361
949,0.054516
951,0.091657
952,0.201221
953,0.020622
954,0.196431
955,0.103145
957,0.146890
958,0.132116
959,0.032857
961,0.033677
962,0.142365
963,0.014078
964,0.165600
968,0.783855
971,0.292120
972,0.185727
975,0.056260
977,0.024558
978,0.073748
979,0.023141
980,0.146068
981,0.103184
982,0.355653
984,0.093507
986,0.069536
989,0.048751
992,0.540731
993,0.163061
997,0.444648
1000,0.156257
1001,0.844691
1003,0.046970
1004,0.147391
1006,0.026676
1008,0.086987
1012,0.692543
1019,0.611482
1020,0.670757
1023,0.071557
1024,0.134542
1025,0.010191
1026,0.573246
1030,0.381585
1032,0.022508
1034,0.581341
1037,0.049461
1041,0.703399
1042,0.156708
1044,0.065701
1045,0.043604
1048,0.055615
1050,0.038980
1054,0.086226
1055,0.036843
1057,0.150416
1058,0.095172
1059,0.240436
1061,0.071241
1062,0.023474
1063,0.162159
1064,0.134834
1065,0.090016
1066,0.138888
1068,0.810648
1070,0.489991
1074,0.204973
1079,0.127904
1080,0.550929
1082,0.029208
1089,0.455668
1092,0.176833
1093,0.044743
1096,0.025765
1097,0.046117
1098,0.066901
1099,0.107980
1100,0.044858
1102,0.508937
1104,0.100958
1105,0.016103
1106,0.626467
1108,0.460461
1109,0.124175
1110,0.528771
1111,0.073134
1117,0.297027
1118,0.521890
1121,0.064961
1122,0.056198
1124,0.163692
1130,0.382053
1132,0.400226
1133,0.052393
1134,0.701234
1135,0.032773
1136,0.255590
1141,0.144637
1142,0.260458
1143,0.388189
1145,0.034663
1146,0.632128
1150,0.366972
1153,0.014439
1154,0.331529
1155,0.032850
1156,0.462933
1157,0.054556
1159,0.031051
1160,0.142539
1162,0.049259
1164,0.113737
1167,0.031458
1168,0.240964
1169,0.022425
1175,0.045665
1177,0.128244
1179,0.050481
1180,0.061560
1181,0.661556
1183,0.367734
1187,0.056352
1188,0.443800
1192,0.220442
1194,0.012943
1199,0.058108
1203,0.183611
1205,0.068991
1207,0.296134
1211,0.036526
1215,0.049987
1219,0.578683
1220,0.036991
1224,0.139661
1226,0.574095
1228,0.048891
1232,0.040621
1234,0.135893
1235,0.131558
1237,0.309986
1241,0.163761
1243,0.385099
1245,0.034398
1247,0.107540
1248,0.046775
1249,0.384400
1252,0.034244
1253,0.189688
1255,0.014843
1258,0.083533
1259,0.018920
1261,0.050014
1264,0.431337
1266,0.022318
1268,0.060292
1273,0.018106
1276,0.117731
1277,0.275413
1279,0.027448
1280,0.014188
1282,0.093794
1287,0.077073
1288,0.020553
1291,0.111255
1293,0.054560
1295,0.218798
1297,0.159562
1298,0.027348
1299,0.040740
1300,0.306797
1304,0.718739
1306,0.054340
1307,0.075386
1308,0.102285
1311,0.210942
1312,0.080665
1313,0.097536
1315,0.016536
1317,0.159049
1319,0.201840
1320,0.166980
1323,0.384912
1324,0.026904
1327,0.043482
1328,0.026529
1330,0.029385
1333,0.163111
1334,0.841102
1336,0.076886
1337,0.263389
1346,0.070113
1347,0.328372
1348,0.020175
1353,0.134023
1355,0.107308
1356,0.018819
1357,0.299392
1358,0.211219
1361,0.307595
1362,0.857006
1365,0.232145
1366,0.060072
1367,0.042251
1369,0.513059
1371,0.021630
1372,0.074280
1373,0.571606
1375,0.025623
1377,0.226629
1378,0.245448
1382,0.022134
1383,0.070142
1384,0.199802
1386,0.066810
1388,0.018423
1389,0.044158
1390,0.119476
1392,0.047537
1393,0.047533
1394,0.029864
1395,0.017000
1397,0.138610
1399,0.075582
1404,0.008481
1408,0.322857
1409,0.095275
1412,0.417020
1414,0.297619
1418,0.078149
1419,0.082476
1421,0.208785
1424,0.400568
1426,0.025401
1427,0.125274
1430,0.038825
1433,0.081417
1436,0.253305
1443,0.061842
1445,0.205643
1446,0.194168
1449,0.638829
1451,0.050287
1455,0.076683
1456,0.015379
1457,0.058479
1460,0.576930
1462,0.053757
1463,0.021931
1464,0.070424
1466,0.034522
1468,0.059101
1470,0.057385
1471,0.084560
1472,0.047551
1474,0.257356
1476,0.052225
1477,0.687170
1482,0.058305
1485,0.301533
1486,0.286325
1488,0.091566
1489,0.129847
1490,0.191950
1492,0.016258
1493,0.481027
1494,0.030262
1495,0.124725
1496,0.029950
1497,0.128392
1501,0.054333
1505,0.228731
1506,0.113153
1507,0.053497
1508,0.094434
1509,0.186813
1511,0.169127
1514,0.013352
1515,0.034099
1517,0.138136
1518,0.178411
1523,0.079354
1524,0.399200
1525,0.027961
1531,0.013070
1533,0.215630
1535,0.281214
1538,0.013799
1539,0.060459
1541,0.068379
1542,0.030612
1543,0.032911
1544,0.661217
1548,0.034645
1549,0.322726
1554,0.074590
1557,0.232315
1559,0.315690
1560,0.776798
1564,0.037948
1566,0.084146
1570,0.036781
1571,0.106435
1574,0.027747
1575,0.037998
1576,0.021027
1577,0.347406
1578,0.176143
1580,0.052543
1581,0.110234
1582,0.089984
1593,0.031077
1595,0.421085
1599,0.022673
1600,0.087484
1601,0.062643
1602,0.546441
1603,0.060777
1608,0.161678
1611,0.081136
1612,0.065971
1620,0.377199
1621,0.171897
1623,0.022005
1625,0.370973
1626,0.157252
1627,0.099748
1628,0.034885
1634,0.140125
1639,0.131939
1642,0.017811
1643,0.047030
1644,0.361522
1645,0.068953
1646,0.015182
1649,0.707422
1651,0.409683
1655,0.050205
1656,0.020068
1658,0.570256
1659,0.053181
1661,0.130946
1662,0.639351
1664,0.037717
1669,0.024805
1671,0.092316
1672,0.099383
1673,0.175213
1674,0.039091
1675,0.057169
1677,0.138081
1679,0.070901
1680,0.730568
1683,0.388753
1684,0.022925
1685,0.155614
1686,0.355005
1687,0.052732
1689,0.070023
1690,0.491287
1692,0.039676
1693,0.269618
1694,0.013175
1695,0.075121
1696,0.030277
1697,0.289139
1700,0.064069
1701,0.063453
1702,0.511306
1703,0.176223
1705,0.293154
1706,0.166354
1707,0.763636
1711,0.060461
1714,0.119990
1718,0.195659
1723,0.076927
1726,0.033950
1727,0.408072
1728,0.096322
1729,0.569236
1730,0.644067
1731,0.028393
1733,0.087741
1735,0.351633
1736,0.195026
1740,0.045814
1742,0.191454
1743,0.139502
1744,0.052551
1745,0.041833
1748,0.053153
1752,0.137467
1753,0.126468
1754,0.098479
1755,0.027798
1758,0.012558
1759,0.028280
1760,0.023888
1761,0.133763
1763,0.439889
1767,0.068208
1768,0.020571
1769,0.211005
1771,0.143755
1776,0.221387
1780,0.066860
1785,0.025909
1786,0.175126
1788,0.122790
1792,0.089383
1793,0.131481
1794,0.016802
1796,0.505571
1797,0.182779
1798,0.054795
1799,0.193694
1800,0.301805
1802,0.065015
1803,0.087583
1807,0.216239
1809,0.081943
1814,0.117368
1815,0.194397
1816,0.066463
1818,0.148007
1819,0.117956
1823,0.077154
1825,0.026428
1828,0.072490
1829,0.164367
1830,0.094395
1831,0.182268
1832,0.016454
1835,0.135196
1837,0.058613
1838,0.069311
1841,0.525285
1845,0.242571
1847,0.211722
1849,0.207375
1851,0.844255
1852,0.275742
1854,0.562117
1855,0.039061
1857,0.070808
1859,0.333274
1861,0.047100
1862,0.014974
1863,0.754253
1864,0.364378
1867,0.071509
1868,0.184468
1871,0.706264
1872,0.415327
1874,0.072405
1875,0.151244
1879,0.350773
1884,0.104585
1885,0.241887
1886,0.409730
1888,0.022714
1889,0.666933
1893,0.680154
1898,0.072764
1901,0.051744
1902,0.060025
1906,0.050873
1907,0.208592
1908,0.144823
1909,0.025494
1910,0.046617
1911,0.101831
1916,0.086969
1917,0.197689
1920,0.316412
1921,0.023998
1924,0.021566
1927,0.021363
1929,0.092543
1931,0.038011
1933,0.013974
1938,0.203715
1939,0.199478
1941,0.324982
1947,0.015138
1948,0.161285
1949,0.308249
1950,0.140285
1951,0.108072
1954,0.064602
1955,0.077703
1957,0.090536
1959,0.037836
1962,0.264610
1963,0.219110
1965,0.099304
1967,0.160528
1968,0.016509
1970,0.074014
1972,0.019242
1973,0.328029
1977,0.153977
1980,0.121290
1981,0.022725
1984,0.026758
1985,0.077056
1986,0.027513
1987,0.026934
1988,0.020287
1993,0.418770
1997,0.030173
1998,0.029639
2002,0.395683
2003,0.097581
2004,0.034527
2005,0.051216
2007,0.105868
2009,0.038520
2010,0.054591
2011,0.688771
2012,0.107980
2013,0.234531
2019,0.062339
2023,0.187063
2024,0.069990
2026,0.088643
2029,0.029538
2030,0.520684
2031,0.408917
2032,0.620548
2033,0.016777
2034,0.125865
2037,0.231644
2038,0.068579
2039,0.024899
2040,0.051968
2046,0.052787
2047,0.038898
2049,0.037682
2050,0.013445
2052,0.066109
2053,0.041541
2054,0.214953
2056,0.159203
2058,0.522430
2059,0.103108
2060,0.070807
2063,0.112654
2066,0.630919
2067,0.586661
2070,0.019231
2071,0.079561
2072,0.023116
2073,0.048036
2076,0.013515
2078,0.882290
2079,0.036948
2081,0.069992
2083,0.198119
2084,0.043975
2086,0.497435
2089,0.017586
2092,0.323776
2093,0.055155
2098,0.031903
2100,0.026885
2103,0.602352
2105,0.590247
2108,0.649923
2110,0.062451
2111,0.036288
2113,0.034427
2116,0.191508
2118,0.535199
2122,0.047194
2123,0.044171
2126,0.424020
2129,0.044195
2132,0.111698
2133,0.360782
2134,0.053294
2136,0.149204
2137,0.029646
2139,0.078748
2141,0.095575
2147,0.120310
2152,0.115076
2153,0.106860
2155,0.077460
2156,0.033339
2160,0.008885
2161,0.260949
2162,0.055682
2163,0.778747
2166,0.027701
2173,0.041747
2174,0.068125
2175,0.088645
2180,0.357232
2182,0.251805
2185,0.118593
2187,0.083830
2188,0.400694
2190,0.037626
2191,0.210007
2192,0.147630
2194,0.639030
2196,0.063304
2197,0.153434
2203,0.035849
2206,0.041177
2208,0.068164
2213,0.268894
2215,0.061112
2218,0.242896
2219,0.070553
2220,0.554141
2221,0.053263
2223,0.136876
2224,0.257615
2225,0.124590
2228,0.082603
2229,0.294934
2234,0.173930
2235,0.206049
2236,0.081819
2237,0.015336
2238,0.413798
2240,0.160356
2242,0.065463
2245,0.049295
2248,0.215018
2250,0.882763
2251,0.185066
2253,0.171007
2257,0.165796
2260,0.449257
2261,0.019814
2262,0.098339
2263,0.094558
2264,0.022125
2266,0.277407
2267,0.054398
2270,0.110973
2272,0.055140
2278,0.037411
2279,0.034897
2280,0.023593
2281,0.155502
2283,0.055474
2284,0.060272
2287,0.772267
2289,0.134790
2290,0.090463
2292,0.269721
2295,0.024431
2297,0.109009
2298,0.349530
2300,0.264880
2301,0.033989
2303,0.075357
2305,0.109909
2307,0.070741
2308,0.871483
2309,0.052924
2311,0.054346
2312,0.038697
2313,0.226079
2320,0.052773
2321,0.447111
2324,0.066393
2326,0.024972
2328,0.651559
2329,0.049981
2332,0.359425
2335,0.085908
2337,0.469848
2340,0.371922
2344,0.056430
2345,0.130197
2347,0.154861
2350,0.062115
2351,0.015863
2352,0.153060
2353,0.313739
2355,0.189146
2356,0.119714
2365,0.400264
2371,0.304675
2372,0.008617
2374,0.103606
2376,0.080109
2383,0.165501
2384,0.026315
2385,0.156559
2386,0.080180
2387,0.255189
2389,0.033651
2390,0.065045
2391,0.541245
2393,0.555285
2395,0.035836
2396,0.011347
2400,0.016234
2402,0.026963
2404,0.256445
2407,0.044448
2409,0.260056
2410,0.078111
2412,0.453564
2413,0.562924
2415,0.201965
2416,0.095293
2417,0.022883
2418,0.085697
2420,0.262062
2422,0.030567
2424,0.179184
2425,0.223102
2427,0.052418
2428,0.099386
2429,0.583817
2433,0.109840
2434,0.728778
2435,0.066099
2437,0.343477
2439,0.753470
2440,0.012822
2441,0.024246
2443,0.026007
2444,0.609157
2446,0.083535
2447,0.013758
2449,0.197724
2452,0.115076
2454,0.164000
2455,0.048429
2456,0.155236
2458,0.072734
2459,0.121813
2466,0.086247
2467,0.278944
2469,0.037462
2471,0.014380
2473,0.106781
2474,0.158678
2476,0.042052
2479,0.032975
2481,0.099995
2485,0.196730
2486,0.094870
2491,0.015953
2492,0.401650
2494,0.082160
2495,0.058891
2496,0.561291
2497,0.181263
2499,0.198880
2501,0.056266
2502,0.090043
2505,0.230685
2515,0.310690
2517,0.035095
2518,0.062164
2520,0.052176
2521,0.068305
2524,0.014771
2525,0.038149
2526,0.090856
2527,0.568950
2528,0.058097
2529,0.095971
2532,0.294415
2535,0.089736
2536,0.015954
2541,0.024908
2542,0.019955
2543,0.362144
2544,0.130488
2545,0.014256
2547,0.204161
2562,0.027474
2563,0.377297
2566,0.275749
2568,0.179357
2571,0.300632
2574,0.050015
2580,0.031194
2581,0.738633
2583,0.302030
2584,0.152231
2585,0.048178
2587,0.121477
2588,0.091077
2589,0.307646
2591,0.113940
2592,0.271299
2596,0.103384
2598,0.187647
2599,0.016574
2600,0.273030
2604,0.073036
2607,0.354880
2610,0.386244
2611,0.032213
2612,0.122690
2614,0.258615
2615,0.152840
2617,0.951589
2618,0.084924
2619,0.080263
2621,0.185034
2622,0.106232
2623,0.015579
2625,0.337140
2630,0.050523
2633,0.364348
2636,0.248040
2637,0.022767
2639,0.053265
2641,0.251746
2643,0.033605
2644,0.733823
2645,0.069256
2649,0.223030
2652,0.037585
2654,0.798022
2655,0.053643
2656,0.242768
2662,0.243396
2664,0.130617
2666,0.173445
2668,0.074343
2671,0.064326
2673,0.108205
2676,0.220162
2678,0.009627
2679,0.047008
2680,0.015678
2683,0.046332
2684,0.138201
2686,0.101248
2687,0.025857
2690,0.032254
2691,0.236584
2692,0.098289
2694,0.140702
2695,0.257766
2706,0.144611
2707,0.025275
2708,0.794437
2711,0.131739
2712,0.037657
2713,0.078300
2714,0.210053
2715,0.041946
2717,0.029553
2718,0.041054
2719,0.122953
2721,0.636480
2724,0.011323
2725,0.247445
2728,0.045001
2729,0.316793
2733,0.122513
2734,0.027053
2737,0.049818
2738,0.394916
2740,0.019797
2746,0.017945
2747,0.057800
2749,0.199355
2750,0.082416
2755,0.060938
2756,0.098388
2760,0.174224
2761,0.078144
2762,0.507661
2763,0.227982
2766,0.145604
2767,0.080246
2770,0.577805
2771,0.051451
2775,0.042480
2776,0.096140
2780,0.105619
2782,0.069443
2783,0.012862
2786,0.324146
2787,0.662046
2788,0.017138
2790,0.065209
2793,0.182698
2798,0.051204
2804,0.040258
2805,0.017559
2809,0.305414
2810,0.412932
2812,0.103189
2813,0.096425
2815,0.053852
2816,0.040648
2818,0.254867
2820,0.169599
2822,0.190323
2823,0.032653
2825,0.021214
2826,0.109666
2829,0.028728
2832,0.616873
2834,0.171104
2835,0.028763
2838,0.127649
2839,0.015141
2842,0.395170
2844,0.067066
2847,0.130579
2849,0.036091
2854,0.070587
2857,0.021402
2860,0.224525
2868,0.037901
2869,0.047091
2870,0.013261
2875,0.032862
2877,0.089462
2878,0.531362
2880,0.090688
2883,0.732317
2885,0.090172
2886,0.129435
2887,0.182286
2893,0.118891
2899,0.082648
2901,0.113049
2902,0.169875
2904,0.081710
2905,0.059727
2906,0.007298
2907,0.040474
2908,0.602394
2909,0.056642
2910,0.053732
2923,0.136284
2924,0.341426
2925,0.110130
2927,0.023064
2929,0.084985
2930,0.035283
2933,0.042691
2936,0.025392
2937,0.274162
2938,0.308540
2939,0.043869
2940,0.110171
2943,0.023740
2945,0.295388
2946,0.783698
2947,0.065465
2948,0.408833
2949,0.144333
2951,0.449809
2952,0.047887
2953,0.030792
2954,0.034038
2958,0.056739
2960,0.064574
2964,0.096793
2965,0.812277
2968,0.198824
2969,0.090113
2970,0.049289
2971,0.047983
2972,0.270470
2979,0.028322
2981,0.073705
2983,0.072651
2984,0.009968
2985,0.510093
2987,0.104372
2988,0.078479
2989,0.262411
2991,0.026857
2992,0.643577
2993,0.290595
2994,0.130092
2995,0.142292
2996,0.295738
2998,0.030629
2999,0.123651
3004,0.064889
3005,0.044858
3008,0.032831
3010,0.093036
3012,0.355929
3017,0.112137
3018,0.632679
3019,0.076012
3020,0.311930
3022,0.083068
3024,0.036877
3028,0.176385
3032,0.257160
3036,0.357827
3042,0.051676
3044,0.028367
3045,0.077895
3046,0.438852
3052,0.101098
3055,0.216480
3057,0.011042
3060,0.747405
3061,0.030153
3064,0.159426
3065,0.028973
3070,0.156990
3071,0.081399
3072,0.054695
3073,0.041792
3076,0.013944
3080,0.638844
3081,0.110616
3082,0.040131
3087,0.153141
3089,0.050566
3094,0.124276
3097,0.232364
3099,0.041453
3100,0.469940
3101,0.199438
3104,0.095185
3105,0.140883
3107,0.031573
3109,0.892656
3113,0.387270
3116,0.104348
3117,0.043408
3120,0.186583
3121,0.065748
3124,0.093946
3128,0.066814
3130,0.034566
3131,0.165957
3132,0.161372
3134,0.144500
3136,0.635741
3137,0.692348
3138,0.205426
3140,0.043728
3141,0.021046
3146,0.608762
3147,0.291783
3149,0.120282
3152,0.217775
3155,0.033700
3156,0.044329
3157,0.054398
3159,0.053484
3160,0.245345
3162,0.020486
3172,0.020166
3174,0.045351
3178,0.032606
3179,0.094306
3180,0.074068
3181,0.054027
3182,0.114308
3183,0.144034
3184,0.175623
3185,0.144389
3187,0.032542
3189,0.083467
3191,0.160903
3192,0.266190
3194,0.025049
3196,0.064764
3197,0.011838
3198,0.075548
3199,0.131815
3201,0.139571
3205,0.057643
3207,0.166044
3208,0.049573
3210,0.205004
3211,0.072440
3213,0.009542
3214,0.050014
3216,0.555898
3217,0.041738
3218,0.334311
3219,0.078834
3220,0.266623
3222,0.092090
3228,0.196174
3229,0.153948
3230,0.050146
3231,0.029986
3235,0.044281
3236,0.102441
3241,0.027426
3244,0.118220
3245,0.018029
3246,0.033569
3251,0.021453
3253,0.675883
3254,0.012637
3259,0.137983
3260,0.056708
3261,0.041307
3262,0.340541
3264,0.069440
3266,0.299398
3268,0.354028
3270,0.384787
3271,0.030438
3272,0.024267
3276,0.060361
3279,0.200710
3280,0.494909
3282,0.642797
3283,0.085410
3285,0.245652
3290,0.086640
3291,0.263266
3292,0.051838
3294,0.583271
3298,0.015873
3300,0.173681
3302,0.012782
3303,0.037105
3304,0.082483
3305,0.014220
3306,0.713687
3307,0.202405
3308,0.156736
3309,0.051750
3310,0.023562
3311,0.033376
3313,0.089016
3316,0.047819
3317,0.039462
3319,0.110589
3324,0.372486
3331,0.035083
3332,0.335716
3333,0.271549
3335,0.044283
3337,0.044283
3339,0.016851
3340,0.850136
3342,0.041532
3347,0.346841
3349,0.081058
3350,0.113879
3354,0.081207
3355,0.615667
3356,0.060842
3357,0.636277
3361,0.015238
3363,0.049685
3364,0.029901
3366,0.358975
3368,0.051115
3373,0.066561
3374,0.049818
3375,0.018183
3377,0.102756
3379,0.511173
3380,0.045034
3382,0.214305
3383,0.037478
3387,0.223653
3388,0.422401
3389,0.061794
3391,0.009846
3397,0.756973
3398,0.120840
3399,0.082641
3408,0.243452
3410,0.157459
3411,0.422103
3413,0.068548
3415,0.123540
3417,0.122201
3418,0.094800
3419,0.191146
3421,0.038734
3422,0.018020
3424,0.065468
3425,0.301372
3426,0.305720
3427,0.060611
3428,0.255595
3431,0.170842
3434,0.396509
3435,0.196023
3436,0.353668
3437,0.197672
3440,0.063394
3441,0.033443
3443,0.675391
3444,0.530534
3447,0.041493
3448,0.422272
3451,0.053492
3454,0.143018
3455,0.085519
3456,0.077738
3461,0.417319
3464,0.168980
3466,0.186159
3470,0.056220
3471,0.366182
3473,0.773841
3474,0.128661
3476,0.038930
3481,0.301643
3486,0.025081
3487,0.025865
3496,0.286294
3499,0.658771
3503,0.051949
3504,0.068300
3508,0.062129
3509,0.090341
3512,0.041579
3514,0.037601
3516,0.524079
3517,0.083848
3518,0.061443
3519,0.579337
3520,0.059581
3521,0.084588
3522,0.215779
3523,0.084074
3524,0.395681
3525,0.283233
3527,0.078928
3528,0.023959
3533,0.245031
3534,0.124522
3537,0.138916
3539,0.237944
3540,0.036166
3541,0.031885
3542,0.195892
3543,0.053227
3544,0.054001
3545,0.064909
3546,0.075390
3547,0.075908
3550,0.029306
3551,0.279799
3554,0.054691
3556,0.349333
3559,0.060699
3561,0.035785
3562,0.063759
3563,0.354000
3565,0.138518
3566,0.109741
3567,0.026588
3568,0.218249
3569,0.024865
3573,0.040348
3576,0.049282
3578,0.017395
3579,0.177453
3581,0.053328
3584,0.082242
3586,0.028538
3591,0.053925
3592,0.797630
3594,0.162860
3596,0.085282
3600,0.093701
3603,0.027809
3604,0.026515
3606,0.015832
3607,0.034585
3609,0.225297
3610,0.067473
3611,0.044532
3612,0.683124
3614,0.246108
3615,0.105424
3616,0.024540
3617,0.027443
3619,0.022504
3620,0.141181
3621,0.023989
3622,0.235600
3624,0.360587
3625,0.021719
3626,0.012615
3627,0.144709
3628,0.242682
3629,0.014842
3631,0.684651
3632,0.326868
3634,0.503180
3636,0.046981
3638,0.075111
3639,0.503091
3640,0.051736
3641,0.087786
3642,0.066315
3646,0.795736
3650,0.061085
3651,0.026139
3654,0.100825
3656,0.253209
3661,0.057070
3662,0.327620
3663,0.636513
3664,0.240802
3665,0.042695
3666,0.106732
3667,0.032205
3668,0.115685
3669,0.320745
3670,0.094557
3671,0.131956
3673,0.068832
3675,0.379242
3676,0.334395
3677,0.013314
3683,0.036709
3688,0.119994
3689,0.046313
3690,0.598077
3692,0.053698
3693,0.029865
3694,0.063910
3695,0.375224
3699,0.092702
3700,0.055179
3704,0.029586
3705,0.149415
3706,0.285388
3708,0.204582
3711,0.009465
3712,0.414522
3715,0.115068
3716,0.775651
3719,0.043440
3722,0.214563
